"gene","log2FC","pval"
"ENSG00000251546",3.77258950389693,0.330370097439249
"ENSG00000227591",1.96781959425085,0.380222943206534
"ENSG00000253497",4.60486205815886,0.354838082665896
"ENSG00000202111",4.71881824745595,0.234233258886546
"ENSG00000286540",3.25481389902883,0.125238915979817
"ENSG00000258451",2.8073549220576,0.422356554896753
"ENSG00000186910",6.04439411935845,0.380480730936877
"ENSG00000254109",2.12199052437861,0.107636986025217
"ENSG00000211950",2.47643804394299,0.258804986878678
"ENSG00000260802",2.14974711950468,0.42438782962886
"ENSG00000228358",2.58496250072116,0.242295546914004
"ENSG00000163646",6.20945336562895,0.372486790246614
"ENSG00000282939",2.31227792485364,0.233239899358442
"ENSG00000230356",2.90689059560852,0.358146320736403
"ENSG00000286722",2.38466385023533,0.405276428464617
"ENSG00000228509",3.07681559705083,0.316449040325018
"ENSG00000151224",2.50250034052918,0.362665952270332
"ENSG00000152611",3.15754127698648,0.381467593921517
"ENSG00000143297",2.03652587602511,0.370958102520298
"ENSG00000232211",3.93411206434354,0.39812214408729
"ENSG00000156206",1.94144781764489,0.353830034508016
"ENSG00000214819",Inf,0.373900966300059
"ENSG00000227496",3.64385618977472,0.350779602952135
"ENSG00000143125",2.07528812730424,0.167773919612875
"ENSG00000261036",5.02974734339405,0.370599557120162
"ENSG00000091583",2.8073549220576,0.402854071969521
"ENSG00000242371",4.30742852519225,0.345010845248977
"ENSG00000264151",3.52356195605701,0.380096314430174
"ENSG00000213355",4.30985526258679,0.275037741346296
"ENSG00000147378",3.37637587890974,0.0890773326321906
"ENSG00000250387",4.14295795384204,0.34685908364562
"ENSG00000236069",3.4391116342577,0.392759246141723
"ENSG00000236039",2.73418850949563,0.370127556615486
"ENSG00000211970",2.92810708151821,0.406953711280772
"ENSG00000271239",2.44183755862256,0.34541122685473
"ENSG00000137090",3.72489276186563,0.31864652710876
"ENSG00000186471",2.88752527074159,0.289640975767732
"ENSG00000187621",2.94189704543643,0.384368869712157
"ENSG00000240671",2.15380533607904,0.475771093173861
"ENSG00000261706",4.82017896241519,0.360623468226071
"ENSG00000251511",5.18322182405577,0.207610326144278
"ENSG00000259828",2.74495838491974,0.296970319155601
"ENSG00000280411",2.18106555904751,0.314591818653923
"ENSG00000146276",2.91427012597412,0.40476477091801
"ENSG00000055957",2.47477958297073,0.255579909937907
"ENSG00000287372",2.62583478213668,0.325704018793488
"ENSG00000253819",2.64981364507112,0.285227147625087
"ENSG00000160180",2.71516122384786,0.166882812959899
"ENSG00000134160",3.20013961448932,0.329368686793129
"ENSG00000181617",4.63226821549951,0.378626898738098
"ENSG00000181541",2.64769825606912,0.381204831493964
"ENSG00000172482",2.78215436793246,0.375469463204223
"ENSG00000184350",2.73696559416621,0.156359847914589
"ENSG00000118231",4.25738784269265,0.0795561637890864
"ENSG00000240476",3.32950131459216,0.407638285191979
"ENSG00000099937",2.9196578916824,0.262628412274678
"ENSG00000120937",4.63420601974101,0.334306651526094
"ENSG00000163825",6.68650052718322,0.372877392742571
"ENSG00000226690",4.02974734339405,0.347197340052545
"ENSG00000123977",1.89862297962492,0.354507866887313
"ENSG00000185640",4.4594316186373,0.390432091643839
"ENSG00000254092",2.70360699721978,0.016611092322735
"ENSG00000211946",3.64828843608999,0.389524495134319
"ENSG00000205002",2.96347412397489,0.380540286641775
"ENSG00000271824",2.64385618977472,0.320613862178083
"ENSG00000211935",2.14937762403823,0.461742598239496
"ENSG00000248874",3.89812038598079,0.377140022651366
"ENSG00000158639",4.14567745519564,0.389703490047127
"ENSG00000113722",3.10691520391651,0.360159781832718
"ENSG00000182111",3.36457243229586,0.415786864487576
"ENSG00000223350",3.72582503656101,0.389040788521031
"ENSG00000169550",Inf,0.373900966300059
"ENSG00000211637",1.81971742307532,0.411401235798808
"ENSG00000260135",2.90963597234734,0.191724614340157
"ENSG00000163751",2.69187770463767,0.161575705142545
"ENSG00000286404",4.43462822763672,0.103087040304531
"ENSG00000064195",3.11150831521699,0.352842894898591
"ENSG00000171345",2.37223317673543,0.355462170201116
"ENSG00000138395",2.21931302840448,0.198960119638912
"ENSG00000287872",3.84799690655495,0.253504919642422
"ENSG00000264345",1.93859945533586,0.282913175136933
"ENSG00000267448",Inf,0.364569121313783
"ENSG00000224594",2.74513952561191,0.41122892488259
"ENSG00000211976",2.33219643034119,0.406470349585962
"ENSG00000288525",5.35755200461808,0.303364364440401
"ENSG00000259518",5.4093909361377,0.241169436493161
"ENSG00000172236",3.09515723304034,0.0270955053654152
"ENSG00000214145",3.8073549220576,0.309936944822468
"ENSG00000143512",2.41212590385894,0.23449643935114
"ENSG00000197253",2.94622874355902,0.0252998751085168
"ENSG00000250748",3.80161855250846,0.386399625994686
"ENSG00000233560",3.89553073344397,0.361691756902158
"ENSG00000073282",2.39895051511121,0.257381551323295
"ENSG00000204894",2.17668236761762,0.449151262696409
"ENSG00000253998",5.74595437739346,0.378644234213112
"ENSG00000222022",5.27052894238072,0.376797380914824
"ENSG00000224063",3.23637665077215,0.322274757847734
"ENSG00000145040",2.72935241005633,0.364921774427861
"ENSG00000135374",2.07420094184142,0.400433001476567
"ENSG00000229056",4.29956028185891,0.348225816461397
"ENSG00000186973",2.28065181930884,0.253096474500541
"ENSG00000214285",4.72489276186563,0.175400176573844
"ENSG00000248475",4.74146698640115,0.372452270410219
"ENSG00000179300",5.05062607306997,0.380122858193021
"ENSG00000223812",2.73316402400635,0.118440022942487
"ENSG00000117322",3.92934544643621,0.382052968615236
"ENSG00000198074",2.03117589588318,0.390907669559104
"ENSG00000243238",2.07382023329167,0.422397048607053
"ENSG00000164458",5.76155123244448,0.338810303968078
"ENSG00000172116",2.80373460637891,0.0487977091305039
"ENSG00000283787",2.47104290900759,0.24889853696799
"ENSG00000039537",4.46948528330122,0.0865837395407086
"ENSG00000118156",3.05626821964675,0.241148439105053
"ENSG00000254337",6.24158598656976,0.370092172066391
"ENSG00000211964",2.20227377914017,0.439248498901554
"ENSG00000130427",3.36419382186437,0.226434438340242
"ENSG00000251372",2.84187080375811,0.29958481521955
"ENSG00000163792",2.36170799687272,0.194950084646924
"ENSG00000197587",2.40251318988465,0.170874181311327
"ENSG00000249001",2,0.168054625222111
"ENSG00000211670",5.22055107451228,0.36070272741458
"ENSG00000278196",2.69546204198671,0.39233271183699
"ENSG00000111981",2.4644672085346,0.272910450962928
"ENSG00000196616",2.73984810269933,0.408223780663075
"ENSG00000275874",3.75304380217978,0.352069817912172
"ENSG00000243290",3.32950131459216,0.288344709970884
"ENSG00000034239",1.78531090188516,0.391970331258145
"ENSG00000211966",2.4638457833483,0.325041203380109
"ENSG00000242766",6.85798099512757,0.180804849838111
"ENSG00000198573",Inf,0.371187216829377
"ENSG00000269404",3.20095189706294,0.324388972255314
"ENSG00000117215",3.70360699721978,0.343090019684828
"ENSG00000140798",4.06020463420592,0.30486243120215
"ENSG00000162598",2.75364433531284,0.0170232740306519
"ENSG00000256193",2.74390164137658,0.0413213097471562
"ENSG00000225684",2.67761178868683,0.259542361942119
"ENSG00000272763",5.56333248474961,0.354911732216098
"ENSG00000197614",2.30485458152842,0.194652952280772
"ENSG00000222032",6.27612440527424,0.370750558634963
"ENSG00000228314",3.24792751344359,0.379727703210838
"ENSG00000173077",2.62743064186161,0.267676175626014
"ENSG00000140459",2.17550603370561,0.0675119360086087
"ENSG00000160183",2.60259239474295,0.0454186023234642
"ENSG00000151882",2.72935241005633,0.258822474624942
"ENSG00000106128",2.94436530102718,0.376219856411167
"ENSG00000231817",2.47300756791617,0.202162310491685
"ENSG00000121570",2.6472467789755,0.380003051890867
"ENSG00000079101",2.65112137480929,0.327115719459895
"ENSG00000157330",2.85973574301172,0.33281220861544
"ENSG00000211625",3.61686258518744,0.393709019336762
"ENSG00000118271",5.18081331758505,0.373675014271927
"ENSG00000276566",3.08387255725502,0.31985379175467
"ENSG00000163331",2.64332666323514,0.39697467908167
"ENSG00000223485",4.02729169166774,0.369948320436209
"ENSG00000213058",2.94693875624859,0.195960220020445
"ENSG00000108700",2.00765357254344,0.152515136939408
"ENSG00000287064",2.8073549220576,0.347267673471517
"ENSG00000211959",2.16567803034213,0.430233192085606
"ENSG00000178776",5.25666232342119,0.362104062450563
"ENSG00000287560",2.7067673381131,0.182557511982511
"ENSG00000211947",1.93638390070403,0.479282502964157
"ENSG00000211942",6.02553509210714,0.348065806270613
"ENSG00000006453",2.73254240713202,0.393036478657197
"ENSG00000046774",4.25873426840017,0.340984345775949
"ENSG00000187980",2.73230421679634,0.368154981231772
"ENSG00000233098",2.47916783669856,0.298350729002765
"ENSG00000228742",5.14720492494223,0.348368915285424
"ENSG00000185686",2.8175386940437,0.373895407688733
"ENSG00000172724",2.68850010482957,0.340601572421444
"ENSG00000110680",4.57994442595453,0.380942610381857
"ENSG00000211640",2.82102985895468,0.410304501640318
"ENSG00000233532",2.98986562286629,0.391690735197229
"ENSG00000164794",2.87184364850932,0.127929599459998
"ENSG00000144820",3.13722796362286,0.402494822657559
"ENSG00000233968",4.19162007254163,0.38388619049978
"ENSG00000137745",3.8151406670242,0.268754268601972
"ENSG00000196666",3.57964870082469,0.38226809688179
"ENSG00000027644",3.16853041937056,0.258988301271173
"ENSG00000128045",3.98185265328974,0.387738682790072
"ENSG00000167244",2.49714462192974,0.412267673525857
"ENSG00000241351",1.70093286292145,0.481289296498281
"ENSG00000214897",7.88874324889826,0.37345029041226
"ENSG00000239819",7.03617361255349,0.373091476281232
"ENSG00000154478",3.02236781302845,0.237618633265233
"ENSG00000268433",4.75488750216347,0.361485756274638
"ENSG00000211668",3.10649962130068,0.364204142165151
"ENSG00000211660",1.81173336256818,0.325906039939114
"ENSG00000161798",1.77583500804999,0.272697695493531
"ENSG00000282639",5.15264701001048,0.377559238818587
"ENSG00000138207",2.19788416434564,0.260067360017254
"ENSG00000244437",2.74161195902257,0.406347525539182
"ENSG00000134020",2.53879231928823,0.1142378553966
"ENSG00000211659",4.41825421196239,0.349819131836469
"ENSG00000105509",3.24062799278551,0.386992599586702
"ENSG00000236197",2.30213772912735,0.415668143905436
"ENSG00000211679",1.80774594931054,0.330885945914097
"ENSG00000241644",2.49926994276012,0.251994638258479
"ENSG00000168333",3.49476469174958,0.293473447280812
"ENSG00000230838",3.80849946399855,0.38271829274359
"ENSG00000102970",3.82246181444781,0.399991801730753
"ENSG00000132840",2.61322635293988,0.0842616013199228
"ENSG00000165072",2.657566249678,0.282324419185101
"ENSG00000231317",9.2644426002266,0.368454387823884
"ENSG00000164707",1.91152629630867,0.275359550510215
"ENSG00000211673",2.71633248028799,0.402088402830939
"ENSG00000180613",4.18029668551475,0.20544231746642
"ENSG00000167434",1.84101047623884,0.282683849340433
"ENSG00000189320",4.37476350229552,0.124028080680548
"ENSG00000211898",2.92688207079598,0.402374276529511
"ENSG00000204542",3.56884283535788,0.405931596035185
"ENSG00000211653",2.68133089519339,0.261548869475428
"ENSG00000224184",3.52432670298236,0.302066749153865
"ENSG00000211669",6.68338455396136,0.349458985872992
"ENSG00000211650",4.38787835761226,0.381824024555273
"ENSG00000227234",9.63299519714296,0.374442192268546
"ENSG00000131203",4.28195697533626,0.37229415601912
"ENSG00000235207",5.46060216234523,0.372757742145021
"ENSG00000100362",3.45392364069735,0.0775923314772877
"ENSG00000211663",3.44488043286944,0.385835156398081
"ENSG00000170689",3.71753162020498,0.36567876824889
"ENSG00000155495",6.05013505427543,0.367129127631294
"ENSG00000115648",3.50572527091123,0.340619184060127
"ENSG00000168081",2.72894857659228,0.149629405029205
"ENSG00000211638",4.14839183989267,0.380597507720944
"ENSG00000188993",3.07762656540869,0.386390706849846
"ENSG00000211892",3.78418180895751,0.325573449149311
"ENSG00000123500",5.11034145329151,0.362590972077671
"ENSG00000247345",6.64024493622235,0.37643316955033
"ENSG00000211662",3.74733693144358,0.315123348817648
"ENSG00000006611",2.69773043088311,0.235820500684876
"ENSG00000211639",9.98156728190301,0.364731145289706
"ENSG00000211642",4.76521805334428,0.384458531929583
"ENSG00000243466",1.68607789231382,0.365954212877838
"ENSG00000211666",3.20789285164133,0.317292268676638
"ENSG00000140563",2.92293575530987,0.387651678622749
"ENSG00000106341",5.3037807481771,0.352048429864245
"ENSG00000248184",2.57945045542852,0.441534787844479
"ENSG00000110887",6.21114766416883,0.363398379028491
"ENSG00000123838",3.59566616962454,0.384721997728993
"ENSG00000178602",4.68579294217669,0.296573412217957
"ENSG00000175868",5.12329672187924,0.376729261208739
"ENSG00000197594",2.70908160557044,0.360485419375682
"ENSG00000169248",3.94227705203441,0.30347685866969
"ENSG00000183036",2.48249834558294,0.178970726259773
"ENSG00000047936",5.93824301431097,0.376571380714869
"ENSG00000177508",2.98868468677217,0.38341138605157
"ENSG00000006128",2.63656157808954,0.123782671859348
"ENSG00000122133",7.63869448465895,0.374905315005649
"ENSG00000211677",3.37978474421192,0.320866752713608
"ENSG00000211893",2.48410288142029,0.443256776085221
"ENSG00000211598",2.99528376487189,0.38446808336512
"ENSG00000226278",2.22072315538265,0.434618827732772
"ENSG00000239951",3.2207838861705,0.366551936580119
"ENSG00000249307",1.86086765483135,0.391934466302378
"ENSG00000196091",1.86462335975908,0.168298138132719
"ENSG00000197430",2.50859942687026,0.347945991329023
"ENSG00000170421",5.32518050856547,0.37146176233866
"ENSG00000239855",7.48637796626352,0.371663003319288
"ENSG00000131771",1.95620113231547,0.255186148717013
"ENSG00000156234",5.28427396742374,0.331884772974956
"ENSG00000137809",3.00280044418096,0.400863821497728
"ENSG00000188257",2.09465156919989,0.257911613587751
"ENSG00000171724",2.00201388277809,0.37890932556472
"ENSG00000165949",2.1311297512716,0.107419334395441
"ENSG00000213139",4.01059826738495,0.3337206103483
"ENSG00000132465",3.19316818268548,0.350219244678529
"ENSG00000138755",4.77548440677058,0.374259586662534
"ENSG00000173432",2.31437921293824,0.437836207320134
"ENSG00000141469",4.62245728861706,0.281521963616018
"ENSG00000170290",3.42756999105073,0.261893726092712
"ENSG00000129038",2.70388513797872,0.409965501228468
"ENSG00000211897",4.65814761795829,0.375136357060218
"ENSG00000114270",3.11214090635506,0.402283955009047
"ENSG00000169245",4.29661472649695,0.296106566621317
"ENSG00000101825",2.23710316100901,0.451492801390566
"ENSG00000175356",3.58023833986789,0.368610890796603
"ENSG00000166741",2.37946383626653,0.186816069568438
"ENSG00000211896",3.36514960145188,0.324319887681904
"ENSG00000175782",3.49846763144133,0.377778280547675
"ENSG00000137441",4.31124278076596,0.383564949648709
"ENSG00000211592",2.79360914588178,0.360953003706865
"ENSG00000111581",3.4470148431801,0.384574102755616
"ENSG00000132434",3.10044968451751,0.214607502480789
"ENSG00000135679",3.04651007325957,0.385378283016321
"ENSG00000132432",2.96760916391431,0.152269937216512
"ENSG00000163359",3.85653019851021,0.376679095832475
"ENSG00000130635",3.22169559511665,0.388502225915345
"ENSG00000240583",2.16394992432028,0.249001106180613
"ENSG00000108821",3.21579186558202,0.392405787256079
